generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
63000,Teucrium_montanum,Salvia_glutinosa,323.482,2.51808,0.0539507,3.59111,0
63000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.9,0.989648,0.0027908,0.141927,0
63000,Pulsatilla_alpina,NA,337.015,0.159146,0.00396652,0.319969,0
63000,Corydalis_solida,NA,294.819,0.109705,0.00398629,0.113274,0
63000,Asarum_europaeum,Liriodendron_tulipifera,204.704,0.26084,-0.0306131,0.0200014,0
64000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
64000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.341,2.56122,0.105754,3.62545,0
64000,Stipa_pennata,Bromus_erectus,347.236,7.79756,0.0925989,6.92894,0
64000,Nardus_stricta,Molinia_caerulea,324.612,1.35777,0.0593666,1.75686,0
64000,Thlaspi_arvense,Lunaria_rediviva,334.834,1.21983,0.0833343,1.30062,0
64000,Althaea_officinalis,Malva_pusilla,332.068,3.4725,0.0418529,4.51689,0
64000,Calendula_officinalis,Scorzonera_hispanica,311.459,1.20651,0.0043902,1.03143,0
64000,Teucrium_montanum,Salvia_glutinosa,325.895,2.51808,0.0539507,3.59111,0
64000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.812,0.861912,0.00393626,0.180665,0
64000,Pulsatilla_alpina,NA,327.168,0.130078,-0.00948368,0.124426,0
64000,Fumaria_officinalis,NA,290.118,0.258493,-0.0124794,0.104504,0
64000,Asarum_europaeum,Liriodendron_tulipifera,199.52,0.252865,-0.0243803,0.0347101,0
65000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
65000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.341,2.56122,0.105754,3.62545,0
65000,Stipa_pennata,Bromus_erectus,347.352,7.79756,0.141565,8.12609,0
65000,Nardus_stricta,Molinia_caerulea,324.612,1.35777,0.0593666,1.75686,0
65000,Thlaspi_arvense,Lunaria_rediviva,335.547,1.21983,0.0833343,1.2953,0
65000,Althaea_officinalis,Malva_pusilla,333.601,3.48152,0.0418529,4.51689,0
65000,Calendula_officinalis,Scorzonera_hispanica,311.998,1.20651,0.0043902,1.03143,0
65000,Teucrium_montanum,Salvia_glutinosa,323.064,2.51808,0.0486608,3.59111,0
65000,Ranunculus_aconitifolius,Ranunculus_auricomus,340.588,0.861912,0.0618307,0.406067,0
65000,Pulsatilla_alpina,NA,312.664,0.408874,-0.0769268,0.134001,0
65000,Fumaria_officinalis,NA,301.951,0.290703,-0.0124794,0.221568,0
65000,Asarum_europaeum,Liriodendron_tulipifera,203.387,0.326323,-0.0205791,0.058655,0
66000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
66000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.341,2.55927,0.106867,3.62545,0
66000,Stipa_pennata,Bromus_erectus,347.352,7.8734,0.139554,8.12609,0
66000,Nardus_stricta,Molinia_caerulea,324.612,1.35777,0.0593666,1.75686,0
66000,Thlaspi_arvense,Lunaria_rediviva,336.992,1.20946,0.0854642,1.2953,0
66000,Althaea_officinalis,Malva_pusilla,341.532,3.7222,0.0560239,4.51689,0
66000,Calendula_officinalis,Scorzonera_hispanica,311.58,1.20651,0.0043902,1.0379,0
66000,Teucrium_montanum,Salvia_glutinosa,323.275,2.51808,0.0486608,3.4937,0
66000,Ranunculus_aconitifolius,Ranunculus_auricomus,338.96,0.861912,0.0889204,0.476041,0
66000,Pulsatilla_alpina,NA,306.764,0.0743304,0.0155156,0.122711,0
66000,Fumaria_officinalis,NA,288.602,0.115722,-0.00215281,0.105345,0
66000,Asarum_europaeum,Liriodendron_tulipifera,204.953,0.289932,-0.0210235,0.060745,0
67000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
67000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.315,2.55927,0.106867,3.62545,0
67000,Stipa_pennata,Bromus_erectus,347.352,7.8734,0.163283,8.12609,0
67000,Nardus_stricta,Molinia_caerulea,324.612,1.35777,0.0593666,1.75686,0
67000,Thlaspi_arvense,Lunaria_rediviva,336.918,1.13958,0.0948611,1.18827,0
67000,Althaea_officinalis,Malva_pusilla,341.383,3.71338,0.0864388,4.51689,0
67000,Calendula_officinalis,Scorzonera_hispanica,313.196,1.20651,0.0043902,1.0379,0
67000,Teucrium_montanum,Salvia_glutinosa,324.068,2.51808,0.0486608,3.50085,0
67000,Ranunculus_aconitifolius,Ranunculus_auricomus,340.068,0.825946,0.0889204,0.539104,0
67000,Pulsatilla_alpina,NA,315.545,0.204887,-0.00840632,0.14652,0
67000,Fumaria_officinalis,NA,293.502,0.0350968,0.0493691,0.0860391,0
67000,Asarum_europaeum,Liriodendron_tulipifera,198.112,0.314248,-0.0217738,0.0486917,0
68000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
68000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.229,2.55927,0.117995,3.62545,0
68000,Stipa_pennata,Bromus_erectus,347.448,7.8734,0.162589,7.94442,0
68000,Nardus_stricta,Molinia_caerulea,324.612,1.35777,0.0593666,1.75686,0
68000,Thlaspi_arvense,Lunaria_rediviva,336.918,1.13861,0.120198,1.18827,0
68000,Tilia_cordata,Tilia_platyphyllos,349.338,0.89636,0.01725,0.55506,0
68000,Althaea_officinalis,Malva_pusilla,341.383,3.71338,0.0873428,4.66252,0
68000,Calendula_officinalis,Scorzonera_hispanica,312.221,1.20651,0.0043902,1.0379,0
68000,Teucrium_montanum,Salvia_glutinosa,324.454,2.51808,0.0486608,3.50085,0
68000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.117,1.0444,0.0318109,0.392498,0
68000,Pulsatilla_alpina,NA,304.622,0.0635337,-0.0458205,0.0575576,0
68000,Fumaria_officinalis,NA,298.94,0.225749,-0.0762249,0.0858346,0
68000,Asarum_europaeum,Liriodendron_tulipifera,187.802,0.193619,-0.0230939,0.00129867,0
69000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
69000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.229,2.55927,0.107131,3.62545,0
69000,Stipa_pennata,Bromus_erectus,347.489,7.8734,0.162589,7.94442,0
69000,Nardus_stricta,Molinia_caerulea,324.612,1.35777,0.0593666,1.75686,0
69000,Thlaspi_arvense,Lunaria_rediviva,336.013,1.07575,0.127716,1.19943,0
69000,Althaea_officinalis,Malva_pusilla,338.176,3.46583,0.141179,5.4125,0
69000,Carlina_vulgaris,Calendula_officinalis,308.624,1.22704,0.0043902,1.07697,0
69000,Teucrium_montanum,Salvia_glutinosa,323.339,2.51808,0.0486608,3.50085,0
69000,Ranunculus_aconitifolius,Ranunculus_auricomus,336.627,1.0444,0.0144619,0.50222,0
69000,Pulsatilla_alpina,NA,314.72,0.268309,-0.0238561,0.154922,0
69000,Fumaria_officinalis,NA,294.415,0.138658,-0.0562618,0.07356,0
69000,Asarum_europaeum,Liriodendron_tulipifera,200.756,0.211731,-0.039714,0.0123663,0
70000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
70000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.229,2.55927,0.107131,3.62545,0
70000,Stipa_pennata,Bromus_erectus,347.489,8.13903,0.135271,7.94442,0
70000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0593666,1.75686,0
70000,Thlaspi_arvense,Lunaria_rediviva,336.552,1.07575,0.127716,1.1804,0
70000,Althaea_officinalis,Malva_pusilla,338.176,3.46583,0.154382,5.52149,0
70000,Calendula_officinalis,Scorzonera_hispanica,313.454,1.28276,0.0043902,1.07283,0
70000,Teucrium_montanum,Salvia_glutinosa,323.339,2.51808,0.0486608,3.50085,0
70000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.625,0.945829,0.0201559,0.0707774,0
70000,Pulsatilla_alpina,NA,318.095,0.0224902,-0.0534662,0.0618395,0
70000,Fumaria_officinalis,NA,301.722,0.884554,-0.0355811,0.333594,0
70000,Asarum_europaeum,Liriodendron_tulipifera,203.786,0.620348,-0.0522063,0.0308442,0
71000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
71000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.928,2.55927,0.107131,3.62545,0
71000,Alopecurus_pratensis,NA,352.219,0.890727,-0.0137189,2.35534,0
71000,Stipa_pennata,Bromus_erectus,347.489,8.13903,0.12751,7.94442,0
71000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0596701,1.75686,0
71000,Thlaspi_arvense,Lunaria_rediviva,337.324,1.07575,0.123968,1.16056,0
71000,Althaea_officinalis,Malva_pusilla,339.539,3.48491,0.140826,5.527,0
71000,Calendula_officinalis,Scorzonera_hispanica,316.786,1.28276,0.0043902,1.07283,0
71000,Teucrium_montanum,Salvia_glutinosa,322.618,2.44909,0.0486608,3.50085,0
71000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.625,0.917931,0.0138767,0.0922905,0
71000,Pulsatilla_alpina,NA,309.839,0.231361,-0.114358,0.100494,0
71000,Fumaria_officinalis,NA,302.959,0.881466,-0.0355811,0.326205,0
71000,Asarum_europaeum,Liriodendron_tulipifera,201.725,0.513217,-0.051909,0.00957327,0
72000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
72000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.107131,3.62545,0
72000,Stipa_pennata,Bromus_erectus,347.489,7.96894,0.112066,7.4863,0
72000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0596701,1.75686,0
72000,Thlaspi_arvense,Lunaria_rediviva,337.303,1.19943,0.0884422,1.20387,0
72000,Althaea_officinalis,Malva_pusilla,339.338,3.6681,0.119415,5.527,0
72000,Calendula_officinalis,Scorzonera_hispanica,313.424,1.31464,0.0043902,1.14708,0
72000,Teucrium_montanum,Salvia_glutinosa,323.957,2.44909,0.0576377,3.63022,0
72000,Ranunculus_aconitifolius,Ranunculus_auricomus,340.478,1.13894,-0.0328819,0.00820168,0
72000,Pulsatilla_alpina,NA,316.194,0.0917735,-0.0316454,0.0780329,0
72000,Asarum_europaeum,Liriodendron_tulipifera,203.59,0.427423,-0.0536073,0.0215631,0
73000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
73000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.523,0.332762,0.0835266,0.0521495,0
73000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.104748,3.62545,0
73000,Stipa_pennata,Bromus_erectus,347.489,7.96894,0.112066,7.4863,0
73000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0596701,1.75686,0
73000,Thlaspi_arvense,Lunaria_rediviva,336.755,1.19943,0.06693,1.15401,0
73000,Althaea_officinalis,Malva_pusilla,338.869,3.6681,0.130905,5.6224,0
73000,Calendula_officinalis,Scorzonera_hispanica,314.606,1.31464,0.0043902,1.14685,0
73000,Teucrium_montanum,Salvia_glutinosa,328.033,2.44909,0.0636336,3.6084,0
73000,Ranunculus_aconitifolius,Ranunculus_auricomus,339.91,1.09251,-0.019957,0.06973,0
73000,Pulsatilla_alpina,NA,306.739,0.297874,-0.0730071,0.0399359,0
73000,Asarum_europaeum,Liriodendron_tulipifera,203.037,0.36951,-0.0536073,0.00683037,0
74000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
74000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.523,0.258289,0.0602026,0.0223204,0
74000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.104748,3.62545,0
74000,Stipa_pennata,Bromus_erectus,347.489,7.96894,0.128995,7.4863,0
74000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0596701,1.75686,0
74000,Thlaspi_arvense,Lunaria_rediviva,335.068,1.17838,0.06693,1.15401,0
74000,Althaea_officinalis,Malva_pusilla,337.87,3.6681,0.113386,5.6224,0
74000,Calendula_officinalis,Scorzonera_hispanica,315.048,1.32674,0.0043902,1.14685,0
74000,Teucrium_montanum,Salvia_glutinosa,327.401,2.44909,0.0636336,3.6084,0
74000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.647,1.22384,-0.00832916,0.247637,0
74000,Pulsatilla_alpina,NA,299.394,0.0735891,-0.0717336,0.0577879,0
74000,Asarum_europaeum,Liriodendron_tulipifera,204.791,0.436305,-0.0517585,0.0299079,0
75000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
75000,Rhynchospora_fusca,Eleocharis_quinqueflora,332.761,0.302832,-0.0507898,0.104418,0
75000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.104748,3.62545,0
75000,Stipa_pennata,Bromus_erectus,347.673,7.96894,0.149414,8.06968,0
75000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0596701,1.75686,0
75000,Thlaspi_arvense,Lunaria_rediviva,331.991,1.11211,0.0858306,1.20117,0
75000,Althaea_officinalis,Malva_pusilla,338.252,3.6681,0.118726,5.6224,0
75000,Calendula_officinalis,Scorzonera_hispanica,316.037,1.32674,0.0043902,1.14893,0
75000,Teucrium_montanum,Salvia_glutinosa,324.529,2.45813,0.058211,3.6084,0
75000,Ranunculus_aconitifolius,Ranunculus_auricomus,338.662,1.18719,0.00554827,0.503659,0
75000,Pulsatilla_alpina,NA,307.726,0.146973,-0.0359509,0.124275,0
75000,Asarum_europaeum,Liriodendron_tulipifera,204.655,0.433389,-0.041055,0.0333365,0
76000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
76000,Rhynchospora_fusca,Eleocharis_quinqueflora,332.761,0.209221,-0.00435847,0.0187725,0
76000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.104748,3.62545,0
76000,Stipa_pennata,Bromus_erectus,347.673,7.96894,0.142511,8.06968,0
76000,Nardus_stricta,Molinia_caerulea,324.655,1.35777,0.0587155,1.75694,0
76000,Thlaspi_arvense,Lunaria_rediviva,330.9,1.11211,0.0901118,1.2519,0
76000,Althaea_officinalis,Malva_pusilla,340.229,3.6681,0.144278,5.61653,0
76000,Calendula_officinalis,Scorzonera_hispanica,313.873,1.32674,0.00435917,1.14893,0
76000,Teucrium_montanum,Salvia_glutinosa,323.29,2.45813,0.058227,3.6084,0
76000,Ranunculus_aconitifolius,Ranunculus_auricomus,339.48,1.11853,0.00145918,0.200256,0
76000,Pulsatilla_alpina,NA,319.788,0.078809,-0.047998,0.113264,0
76000,Asarum_europaeum,Liriodendron_tulipifera,203.288,0.363659,-0.041055,0.00640797,0
77000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
77000,Rhynchospora_fusca,Eleocharis_quinqueflora,332.392,0.25087,0.0894742,0.113485,0
77000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.104748,3.62545,0
77000,Stipa_pennata,Bromus_erectus,347.673,8.52991,0.168917,8.7869,0
77000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
77000,Thlaspi_arvense,Alliaria_petiolata,342.585,2.49025,-0.00630848,2.123,0
77000,Thlaspi_arvense,Lunaria_rediviva,329.157,1.24106,0.0943931,1.39403,0
77000,Althaea_officinalis,Malva_pusilla,341.171,3.6681,0.133426,5.38506,0
77000,Calendula_officinalis,Scorzonera_hispanica,313.307,1.32674,0.00435917,1.14893,0
77000,Teucrium_montanum,Salvia_glutinosa,325.348,2.45488,0.0551701,3.6084,0
77000,Ranunculus_aconitifolius,Ranunculus_auricomus,338.785,1.11853,0.00145918,0.404341,0
77000,Pulsatilla_alpina,NA,326.741,0.0240361,-0.0142159,0.0692154,0
77000,Asarum_europaeum,Liriodendron_tulipifera,203.106,0.494066,-0.0714472,0.00267523,0
78000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
78000,Rhynchospora_fusca,Eleocharis_quinqueflora,332.392,0.291991,0.0269429,0.130491,0
78000,Rhynchospora_fusca,Eleocharis_quinqueflora,333.931,2.55927,0.104748,3.62545,0
78000,Stipa_pennata,Bromus_erectus,346.886,8.52991,0.119682,8.7869,0
78000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
78000,Thlaspi_arvense,Alliaria_petiolata,342.627,2.49025,-0.0299264,1.68999,0
78000,Thlaspi_arvense,Lunaria_rediviva,335.338,1.29454,0.0884811,1.39403,0
78000,Althaea_officinalis,Malva_pusilla,340.944,3.52136,0.134331,5.354,0
78000,Calendula_officinalis,Scorzonera_hispanica,313.646,1.32674,0.00435917,1.14893,0
78000,Teucrium_montanum,Salvia_glutinosa,325.348,2.45488,0.0551701,3.5505,0
78000,Ranunculus_aconitifolius,Ranunculus_auricomus,340.508,1.2733,0.00596161,0.494805,0
78000,Pulsatilla_alpina,NA,322.272,0.018361,0.0246692,0.0530974,0
78000,Asarum_europaeum,Liriodendron_tulipifera,203.109,0.210803,-0.0714472,0.00819778,0
79000,Juncus_atratus,Cedrus_atlantica,0,0.259424,0.00532674,0.374192,0
79000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.085,2.55927,0.118723,3.62545,0
79000,Stipa_pennata,Bromus_erectus,347.009,8.52991,0.104502,8.49441,0
79000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
79000,Thlaspi_arvense,NA,345.608,0.488248,-0.0294957,0.421411,0
79000,Thlaspi_arvense,Lunaria_rediviva,336.073,1.29454,0.0884811,1.38627,0
79000,Althaea_officinalis,Malva_pusilla,340.944,3.52136,0.137915,5.05025,0
79000,Calendula_officinalis,Scorzonera_hispanica,316.619,1.34109,0.00435917,1.14893,0
79000,Teucrium_montanum,Salvia_glutinosa,324.799,2.43153,0.0551701,3.5505,0
79000,Ranunculus_aconitifolius,Ranunculus_auricomus,338.059,1.23037,0.00596161,0.665565,0
79000,Pulsatilla_alpina,NA,336.434,0.0577863,-0.042767,0.0373242,0
79000,Asarum_europaeum,Liriodendron_tulipifera,200.445,0.6256,-0.0595074,0.016244,0
80000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
80000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.085,2.55927,0.11085,3.62545,0
80000,Stipa_pennata,Bromus_erectus,347.467,8.52991,0.108236,8.16497,0
80000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
80000,Iris_foetidissima,Iris_graminea,350.884,0.369878,0.0805045,0.0995623,0
80000,Serapias_cordigera,NA,331.263,0.580535,-0.0807391,0.187247,0
80000,Thlaspi_arvense,Lunaria_rediviva,336.016,1.29454,0.10242,1.54467,0
80000,Althaea_officinalis,Malva_pusilla,340.944,3.52136,0.137915,5.05025,0
80000,Calendula_officinalis,Scorzonera_hispanica,317.105,1.34109,0.00435917,1.14893,0
80000,Teucrium_montanum,Salvia_glutinosa,324.799,2.43153,0.0551701,3.45934,0
80000,Ranunculus_aconitifolius,Ranunculus_auricomus,340.453,1.23037,0.0108941,0.612611,0
80000,Pulsatilla_alpina,NA,345.295,0.0697918,0.0635319,0.0623269,0
80000,Asarum_europaeum,Liriodendron_tulipifera,203.304,0.317234,-0.0683505,0.000605983,0
81000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
81000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.085,2.55927,0.111232,3.62545,0
81000,Stipa_pennata,Bromus_erectus,347.354,8.52991,0.0980063,8.16497,0
81000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
81000,Thlaspi_arvense,Lunaria_rediviva,333.516,1.33982,0.10242,1.66169,0
81000,Althaea_officinalis,Malva_pusilla,342.083,3.52136,0.139714,5.05025,0
81000,Calendula_officinalis,Scorzonera_hispanica,317.105,1.34109,0.00435917,1.15648,0
81000,Teucrium_montanum,Salvia_glutinosa,324.799,2.43153,0.0551701,3.45934,0
81000,Ranunculus_aconitifolius,Ranunculus_auricomus,340.431,1.23037,0.0108941,0.450769,0
81000,Pulsatilla_alpina,NA,336.44,0.0299878,-0.0609947,0.1902,0
81000,Asarum_europaeum,Liriodendron_tulipifera,203.304,0.162787,-0.026208,0.00494986,0
82000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
82000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.085,2.55927,0.118153,3.62545,0
82000,Stipa_pennata,Bromus_erectus,347.354,8.52991,0.0972932,8.04524,0
82000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
82000,Thlaspi_arvense,Lunaria_rediviva,333.622,1.33982,0.10242,1.66169,0
82000,Althaea_officinalis,Malva_pusilla,341.219,3.69961,0.0997617,5.05025,0
82000,Calendula_officinalis,Scorzonera_hispanica,312.403,1.34109,0.00475247,1.20152,0
82000,Teucrium_montanum,Salvia_glutinosa,323.396,2.43153,0.0551701,3.45934,0
82000,Ranunculus_aconitifolius,Ranunculus_auricomus,336.885,1.43545,0.00592203,0.876457,0
82000,Pulsatilla_alpina,NA,318.741,0.0577537,0.0657721,0.142769,0
82000,Asarum_europaeum,Liriodendron_tulipifera,194.046,0.190781,-0.026208,0.00183629,0
83000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
83000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.158,2.55927,0.118153,3.62545,0
83000,Stipa_pennata,Bromus_erectus,347.354,8.52991,0.0972932,7.95276,0
83000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
83000,Thlaspi_arvense,Lunaria_rediviva,335.135,1.33982,0.10242,1.66169,0
83000,Althaea_officinalis,Malva_pusilla,339.309,3.49558,0.0893244,4.7242,0
83000,Calendula_officinalis,Scorzonera_hispanica,312.144,1.34109,0.00475247,1.20152,0
83000,Teucrium_montanum,Salvia_glutinosa,324.077,2.43153,0.0551701,3.45934,0
83000,Ranunculus_aconitifolius,Ranunculus_auricomus,341.115,1.19697,0.0594091,0.876457,0
83000,Pulsatilla_alpina,NA,329.166,0.032886,-0.0145855,0.128435,0
83000,Asarum_europaeum,Liriodendron_tulipifera,177.494,0.249703,-0.0286746,0.00151646,0
84000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
84000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.158,2.55927,0.118153,3.62819,0
84000,Stipa_pennata,Bromus_erectus,347.354,8.52991,0.0881785,7.84055,0
84000,Nardus_stricta,Molinia_caerulea,324.656,1.35777,0.0587155,1.75694,0
84000,Thlaspi_arvense,Lunaria_rediviva,332.695,1.33982,0.0894343,1.75689,0
84000,Althaea_officinalis,Malva_pusilla,339.996,3.49558,0.072728,4.7242,0
84000,Calendula_officinalis,Scorzonera_hispanica,312.144,1.34109,0.00475247,1.20578,0
84000,Teucrium_montanum,Salvia_glutinosa,324.077,2.43153,0.0551701,3.45934,0
84000,Ranunculus_aconitifolius,Ranunculus_auricomus,338.304,1.19697,0.0616657,0.982509,0
84000,Pulsatilla_alpina,NA,306.662,0.22085,-0.053976,0.0870982,0
84000,Asarum_europaeum,Liriodendron_tulipifera,186.947,0.0461227,-0.0107766,0.00555861,0
85000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
85000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.035,2.55927,0.106899,3.62819,0
85000,Stipa_pennata,Bromus_erectus,347.354,8.20264,0.0881785,7.31986,0
85000,Nardus_stricta,Molinia_caerulea,324.53,1.35777,0.0587155,1.75416,0
85000,Thlaspi_arvense,Lunaria_rediviva,328.294,1.33982,0.0867985,1.75689,0
85000,Althaea_officinalis,Malva_pusilla,342.505,3.49558,0.0167661,3.40333,0
85000,Senecio_nemorensis,Senecio_vulgaris,351.202,10.3191,0.0283351,0.809015,0
85000,Calendula_officinalis,Scorzonera_hispanica,313.916,1.34109,0.00475247,1.20578,0
85000,Ribes_alpinum,NA,302.191,0.214702,-0.0126025,0.137316,0
85000,Teucrium_montanum,Salvia_glutinosa,324.61,2.43153,0.0551701,3.45934,0
85000,Myosurus_minimus,Ranunculus_aconitifolius,331.504,1.10523,0.0616657,1.24707,0
85000,Asarum_europaeum,Liriodendron_tulipifera,176.741,0.0500491,-0.00620536,0.000540675,0
86000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
86000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.151,2.55927,0.106899,3.61806,0
86000,Stipa_pennata,Bromus_erectus,347.62,8.12551,0.0962819,7.31986,0
86000,Nardus_stricta,Molinia_caerulea,324.53,1.35777,0.0587155,1.75416,0
86000,Epipactis_atrorubens,NA,347.358,2.49194,0.0369344,2.40464,0
86000,Thlaspi_arvense,Lunaria_rediviva,331.787,1.33982,0.0998585,1.65058,0
86000,Althaea_officinalis,Malva_pusilla,341.798,3.45783,0.0167903,3.40333,0
86000,Senecio_nemorensis,Senecio_vulgaris,351.663,16.3574,0.00630802,0.473536,0
86000,Calendula_officinalis,Scorzonera_hispanica,314.274,1.39173,0.00475247,1.20578,0
86000,Ribes_alpinum,NA,287.26,0.365462,-0.0472837,0.0636254,0
86000,Teucrium_montanum,Salvia_glutinosa,324.61,2.43153,0.0551701,3.45934,0
86000,Myosurus_minimus,Ranunculus_aconitifolius,332.016,1.10523,0.0616657,1.24707,0
86000,Asarum_europaeum,Liriodendron_tulipifera,175.803,0.0639788,-0.00698703,0.00287716,0
87000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
87000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.151,2.55927,0.106899,3.61806,0
87000,Stipa_pennata,Bromus_erectus,347.62,8.12551,0.102757,7.56088,0
87000,Nardus_stricta,Molinia_caerulea,324.551,1.35777,0.0587155,1.75416,0
87000,Thlaspi_arvense,Lunaria_rediviva,335.695,1.33982,0.0998585,1.64171,0
87000,Althaea_officinalis,Malva_pusilla,333.856,3.46638,0.00836437,3.6992,0
87000,Senecio_nemorensis,Senecio_vulgaris,351.663,15.2086,-0.0296462,0.293189,0
87000,Ribes_alpinum,NA,293.315,0.158598,-0.0392652,0.0683606,0
87000,Calendula_officinalis,Scorzonera_hispanica,311.665,1.39173,0.00475247,1.25678,0
87000,Teucrium_montanum,Salvia_glutinosa,324.61,2.43153,0.0551701,3.45934,0
87000,Myosurus_minimus,Ranunculus_aconitifolius,328.62,1.10523,0.0355933,1.3262,0
87000,Asarum_europaeum,Liriodendron_tulipifera,189.295,0.0552143,-0.00698703,0.00534436,0
88000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
88000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.151,2.55927,0.119136,3.62083,0
88000,Stipa_pennata,Bromus_erectus,347.62,8.12551,0.113087,7.31516,0
88000,Nardus_stricta,Molinia_caerulea,324.683,1.35777,0.0587155,1.75416,0
88000,Thlaspi_arvense,Lunaria_rediviva,333.703,1.33982,0.0998585,1.64171,0
88000,Althaea_officinalis,Malva_pusilla,326.174,3.46638,0.0128623,3.99317,0
88000,Senecio_nemorensis,Senecio_vulgaris,351.663,11.4772,0.0168576,0.0927177,0
88000,Calendula_officinalis,Scorzonera_hispanica,312.509,1.3982,0.00475247,1.25678,0
88000,Cynoglossum_officinale,Pulmonaria_officinalis,298.183,0.489785,0.0366996,0.472937,0
88000,Teucrium_montanum,Salvia_glutinosa,324.5,2.43153,0.0551701,3.45934,0
88000,Myosurus_minimus,Ranunculus_aconitifolius,328.669,1.10523,0.0355933,1.3262,0
