species,velocity,log.velocity
Petrorhagia prolifera,2.48,0.394451681
Petrorhagia prolifera,2.48,0.394451681
Petrorhagia prolifera,2.48,0.394451681
Peucedanum officinale,2.48,0.394451681
Pimpinella saxifraga,2.48,0.394451681
Plantago major,2.48,0.394451681
Plantago media,2.48,0.394451681
Plantago media,2.48,0.394451681
Poa annua,2.48,0.394451681
Polygonum bistorta,2.48,0.394451681
Potentilla argentea,2.48,0.394451681
Potentilla palustris,2.48,0.394451681
Potentilla recta,2.48,0.394451681
Potentilla recta,2.48,0.394451681
Primula auricula,2.48,0.394451681
Primula elatior,2.48,0.394451681
Prunella vulgaris,2.48,0.394451681
Reseda lutea,2.48,0.394451681
Rhinanthus glacialis,2.48,0.394451681
Rumex obtusifolius,2.48,0.394451681
Sagina saginoides,2.48,0.394451681
Selinum carvifolia,2.48,0.394451681
Silene chlorantha,2.48,0.394451681
Silene chlorantha,2.48,0.394451681
Silene otites,2.48,0.394451681
Stachys palustris,2.48,0.394451681
Stellaria nemorum,2.48,0.394451681
Suaeda maritima,2.48,0.394451681
Succisa pratensis,2.48,0.394451681
Thymus pulegioides,2.48,0.394451681
Trifolium dubium,2.48,0.394451681
Trifolium dubium,2.48,0.394451681
Turgenia latifolia,2.48,0.394451681
Turgenia latifolia,2.48,0.394451681
Vulpia myuros,2.48,0.394451681
Polygonum viviparum,2.4779,0.394083776
Galeopsis segetum,2.4705,0.392784858
Centaurea rhenana,2.47,0.392696953
Daucus carota,2.47,0.392696953
Trifolium montanum,2.47,0.392696953
Anemone nemorosa,2.46,0.390935107
Peucedanum oreoselinum,2.46,0.390935107
Plantago media,2.46,0.390935107
Ranunculus repens,2.46,0.390935107
Acorus calamus,2.45,0.389166084
Anthoxanthum odoratum,2.45,0.389166084
Aquilegia vulgaris,2.45,0.389166084
Atriplex prostrata,2.45,0.389166084
Avenula pratensis,2.45,0.389166084
Carex arenaria,2.45,0.389166084
Carex dioica,2.45,0.389166084
Carex dioica,2.45,0.389166084
Carex echinata,2.45,0.389166084
Carex echinata,2.45,0.389166084
Carex limosa,2.45,0.389166084
Carex nigra,2.45,0.389166084
Carex pseudocyperus,2.45,0.389166084
Carex rostrata,2.45,0.389166084
Carthamus lanatus,2.45,0.389166084
Centaurea phrygia subsp. pseudophrygia,2.45,0.389166084
Centaurea phrygia subsp. pseudophrygia,2.45,0.389166084
Cerastium arvense,2.45,0.389166084
Colchicum autumnale,2.45,0.389166084
Cruciata glabra,2.45,0.389166084
Cynosurus cristatus,2.45,0.389166084
Cynosurus cristatus,2.45,0.389166084
Daucus carota,2.45,0.389166084
Daucus carota,2.45,0.389166084
Elymus caninus,2.45,0.389166084
Erysimum cheiranthoides,2.45,0.389166084
Erysimum cheiri,2.45,0.389166084
Erysimum cheiri,2.45,0.389166084
Festuca rubra,2.45,0.389166084
Gentianella campestris,2.45,0.389166084
Geranium sylvaticum,2.45,0.389166084
Hippocrepis comosa,2.45,0.389166084
Juncus squarrosus,2.45,0.389166084
Leucanthemum vulgare,2.45,0.389166084
Matricaria maritima,2.45,0.389166084
Oenothera biennis,2.45,0.389166084
Oenothera biennis,2.45,0.389166084
Papaver argemone,2.45,0.389166084
Papaver argemone,2.45,0.389166084
Peucedanum oreoselinum,2.45,0.389166084
Phleum arenarium,2.45,0.389166084
Pimpinella saxifraga,2.45,0.389166084
Plantago coronopus,2.45,0.389166084
Plantago coronopus,2.45,0.389166084
Plantago coronopus,2.45,0.389166084
Poa bulbosa,2.45,0.389166084
Potentilla anserina,2.45,0.389166084
Potentilla anserina,2.45,0.389166084
Primula auricula,2.45,0.389166084
Reseda lutea,2.45,0.389166084
Rhynchospora fusca,2.45,0.389166084
Scutellaria minor,2.45,0.389166084
Selinum carvifolia,2.45,0.389166084
Silene chlorantha,2.45,0.389166084
Spartina x townsendii,2.45,0.389166084
Spartina x townsendii,2.45,0.389166084
Stachys sylvatica,2.45,0.389166084
Stellaria nemorum,2.45,0.389166084
Stipa capillata,2.45,0.389166084
Swertia perennis,2.45,0.389166084
Thalictrum flavum,2.45,0.389166084
Thymus pulegioides,2.45,0.389166084
Thymus serpyllum,2.45,0.389166084
Trifolium dubium,2.45,0.389166084
Trifolium dubium,2.45,0.389166084
Trifolium dubium,2.45,0.389166084
Vaccinium myrtillus,2.45,0.389166084
Vaccinium myrtillus,2.45,0.389166084
Veronica chamaedrys,2.45,0.389166084
Veronica chamaedrys,2.45,0.389166084
Vulpia myuros,2.45,0.389166084
Vulpia myuros,2.45,0.389166084
Acorus calamus,2.44,0.387389826
Anemone nemorosa,2.44,0.387389826
Bromus tectorum,2.44,0.387389826
Myosotis scorpioides,2.44,0.387389826
Stellaria nemorum,2.44,0.387389826
Succisa pratensis,2.44,0.387389826
Urtica dioica,2.44,0.387389826
Acorus calamus,2.43,0.385606274
Acorus calamus,2.43,0.385606274
Alnus glutinosa,2.43,0.385606274
Anthoxanthum odoratum,2.43,0.385606274
Arrhenatherum elatius,2.43,0.385606274
Arrhenatherum elatius,2.43,0.385606274
Artemisia maritima,2.43,0.385606274
Artemisia maritima,2.43,0.385606274
Bromus hordeaceus,2.43,0.385606274
Calamagrostis stricta,2.43,0.385606274
Carex acuta,2.43,0.385606274
Carex acuta,2.43,0.385606274
Carex acuta,2.43,0.385606274
Carex alba,2.43,0.385606274
Carex echinata,2.43,0.385606274
Carex echinata,2.43,0.385606274
Carex elongata,2.43,0.385606274
Carex pauciflora,2.43,0.385606274
Carex pauciflora,2.43,0.385606274
Carthamus lanatus,2.43,0.385606274
Centaurea rhenana,2.43,0.385606274
Cerastium arvense,2.43,0.385606274
Cerastium arvense,2.43,0.385606274
Cerastium fontanum,2.43,0.385606274
Chenopodium glaucum,2.43,0.385606274
Chenopodium glaucum,2.43,0.385606274
Clinopodium vulgare,2.43,0.385606274
Clinopodium vulgare,2.43,0.385606274
Clinopodium vulgare,2.43,0.385606274
Danthonia decumbens,2.43,0.385606274
Eleocharis multicaulis,2.43,0.385606274
Elymus repens,2.43,0.385606274
Eragrostis minor,2.43,0.385606274
Festuca pratensis,2.43,0.385606274
Galium mollugo,2.43,0.385606274
Leucanthemum vulgare,2.43,0.385606274
Leucanthemum vulgare,2.43,0.385606274
Limonium vulgare,2.43,0.385606274
Linum viscosum,2.43,0.385606274
Lolium perenne,2.43,0.385606274
Lychnis flos-cuculi,2.43,0.385606274
Matricaria maritima,2.43,0.385606274
Mentha arvensis,2.43,0.385606274
Mentha longifolia,2.43,0.385606274
Molinia caerulea s. arundinacea,2.43,0.385606274
Oenothera biennis,2.43,0.385606274
Papaver argemone,2.43,0.385606274
Papaver rhoeas,2.43,0.385606274
Phyteuma spicatum,2.43,0.385606274
Poa annua,2.43,0.385606274
Poa bulbosa,2.43,0.385606274
Poa trivialis,2.43,0.385606274
Potentilla anserina,2.43,0.385606274
Potentilla anserina,2.43,0.385606274
Potentilla argentea,2.43,0.385606274
Potentilla palustris,2.43,0.385606274
Potentilla palustris,2.43,0.385606274
Potentilla reptans,2.43,0.385606274
Primula auricula,2.43,0.385606274
Primula auricula,2.43,0.385606274
Primula elatior,2.43,0.385606274
Prunella laciniata,2.43,0.385606274
Ranunculus flammula,2.43,0.385606274
Reseda lutea,2.43,0.385606274
Reseda luteola,2.43,0.385606274
Rhynchospora fusca,2.43,0.385606274
Rhynchospora fusca,2.43,0.385606274
Rhynchospora fusca,2.43,0.385606274
Scabiosa ochroleuca,2.43,0.385606274
Scirpus cespitosus,2.43,0.385606274
Scirpus lacustris,2.43,0.385606274
Selinum carvifolia,2.43,0.385606274
Sisymbrium altissimum,2.43,0.385606274
Spartina x townsendii,2.43,0.385606274
Stachys palustris,2.43,0.385606274
Stachys sylvatica,2.43,0.385606274
Stellaria nemorum,2.43,0.385606274
Stellaria nemorum,2.43,0.385606274
Stellaria nemorum,2.43,0.385606274
Stellaria nemorum,2.43,0.385606274
Teesdalia nudicaulis,2.43,0.385606274
Thalictrum minus,2.43,0.385606274
Thalictrum minus,2.43,0.385606274
Trifolium campestre,2.43,0.385606274
Trifolium montanum,2.43,0.385606274
Trifolium pratense,2.43,0.385606274
Vaccinium myrtillus,2.43,0.385606274
Verbascum nigrum,2.43,0.385606274
Verbascum nigrum,2.43,0.385606274
Viola arvensis,2.43,0.385606274
Vulpia myuros,2.43,0.385606274
Arrhenatherum elatius,2.42,0.383815366
Centaurea montana,2.42,0.383815366
Cerastium arvense,2.42,0.383815366
Leucanthemum vulgare,2.42,0.383815366
Papaver argemone,2.42,0.383815366
Ranunculus bulbosus,2.42,0.383815366
Thalictrum minus,2.42,0.383815366
Trifolium ochroleucon,2.42,0.383815366
Buphthalmum salicifolium,2.41,0.382017043
Campanula trachelium,2.41,0.382017043
Carex mucronata,2.41,0.382017043
Centaurea jacea,2.41,0.382017043
Erodium lebelii,2.41,0.382017043
Trifolium pratense,2.41,0.382017043
Alchemilla xanthochlora,2.4,0.380211242
Alchemilla xanthochlora,2.4,0.380211242
Armeria maritima,2.4,0.380211242
Arrhenatherum elatius,2.4,0.380211242
Berteroa incana,2.4,0.380211242
Bidens connata,2.4,0.380211242
Bidens frondosa,2.4,0.380211242
Carex dioica,2.4,0.380211242
Carex dioica,2.4,0.380211242
Carex echinata,2.4,0.380211242
Centaurea rhenana,2.4,0.380211242
Cerastium arvense,2.4,0.380211242
Cerastium arvense,2.4,0.380211242
Chenopodium glaucum,2.4,0.380211242
Clinopodium vulgare,2.4,0.380211242
Cnidium dubium,2.4,0.380211242
Cochlearia officinalis,2.4,0.380211242
Danthonia decumbens,2.4,0.380211242
Daucus carota,2.4,0.380211242
Daucus carota,2.4,0.380211242
Daucus carota,2.4,0.380211242
Dianthus deltoides,2.4,0.380211242
Eleocharis multicaulis,2.4,0.380211242
Eragrostis minor,2.4,0.380211242
Festuca pratensis,2.4,0.380211242
Filipendula ulmaria,2.4,0.380211242
Galium odoratum,2.4,0.380211242
Galium verum,2.4,0.380211242
Gentianella germanica,2.4,0.380211242
Geranium sylvaticum,2.4,0.380211242
Leucanthemum vulgare,2.4,0.380211242
Lolium perenne,2.4,0.380211242
Lycopus europaeus,2.4,0.380211242
Malva moschata,2.4,0.380211242
Montia fontana,2.4,0.380211242
Oenothera biennis,2.4,0.380211242
Papaver argemone,2.4,0.380211242
Papaver argemone,2.4,0.380211242
Phleum arenarium,2.4,0.380211242
Plantago major,2.4,0.380211242
Poa trivialis,2.4,0.380211242
Potentilla anserina,2.4,0.380211242
Potentilla anserina,2.4,0.380211242
Potentilla anserina,2.4,0.380211242
Potentilla recta,2.4,0.380211242
Rhinanthus glacialis,2.4,0.380211242
Rhynchospora alba,2.4,0.380211242
Rumex palustris,2.4,0.380211242
Scabiosa ochroleuca,2.4,0.380211242
Sisymbrium loeselii,2.4,0.380211242
Sorghum halepense,2.4,0.380211242
Stachys officinalis,2.4,0.380211242
Stellaria nemorum,2.4,0.380211242
Stellaria nemorum,2.4,0.380211242
Thalictrum minus,2.4,0.380211242
Thalictrum minus,2.4,0.380211242
Trifolium campestre,2.4,0.380211242
Poa annua,2.395,0.379305518
Allium schoenoprasum,2.3937,0.37906972
Ranunculus parnassiifolius,2.391,0.378579576
Asperula cynanchica,2.39,0.378397901
Circaea lutetiana,2.39,0.378397901
Dactylis glomerata,2.39,0.378397901
Leucanthemum heterophyllum,2.39,0.378397901
Stachys sylvatica,2.39,0.378397901
Acorus calamus,2.38,0.376576957
Alchemilla xanthochlora,2.38,0.376576957
Angelica archangelica,2.38,0.376576957
Anthoxanthum odoratum,2.38,0.376576957
Anthoxanthum odoratum,2.38,0.376576957
Armeria maritima,2.38,0.376576957
Armeria maritima,2.38,0.376576957
Arrhenatherum elatius,2.38,0.376576957
Atriplex calotheca,2.38,0.376576957
Bromus hordeaceus,2.38,0.376576957
Bromus squarrosus,2.38,0.376576957
Carex caryophyllea,2.38,0.376576957
Carex davalliana,2.38,0.376576957
Carex echinata,2.38,0.376576957
Carex echinata,2.38,0.376576957
Carex hirta,2.38,0.376576957
Carex hostiana,2.38,0.376576957
Carex nigra,2.38,0.376576957
Carex otrubae,2.38,0.376576957
Carex panicea,2.38,0.376576957
Carex scandinavica,2.38,0.376576957
Cerastium arvense,2.38,0.376576957
Cerastium glomeratum,2.38,0.376576957
Cnidium dubium,2.38,0.376576957
Dactylis glomerata,2.38,0.376576957
Dianthus superbus,2.38,0.376576957
Eragrostis minor,2.38,0.376576957
Erodium cicutarium,2.38,0.376576957
Erodium cicutarium,2.38,0.376576957
Erodium cicutarium,2.38,0.376576957
Geranium sylvaticum,2.38,0.376576957
Heracleum sibiricum,2.38,0.376576957
Knautia arvensis,2.38,0.376576957
Matricaria maritima,2.38,0.376576957
Mentha longifolia,2.38,0.376576957
Montia fontana,2.38,0.376576957
Odontites verna,2.38,0.376576957
Phleum arenarium,2.38,0.376576957
Plantago coronopus,2.38,0.376576957
Plantago major,2.38,0.376576957
Poa trivialis,2.38,0.376576957
Poa trivialis,2.38,0.376576957
Potentilla anserina,2.38,0.376576957
Potentilla argentea,2.38,0.376576957
Potentilla erecta,2.38,0.376576957
Potentilla reptans,2.38,0.376576957
Primula elatior,2.38,0.376576957
Primula elatior,2.38,0.376576957
Reseda lutea,2.38,0.376576957
Reseda luteola,2.38,0.376576957
Rhinanthus alectorolophus,2.38,0.376576957
Rhynchospora fusca,2.38,0.376576957
Rumex acetosa,2.38,0.376576957
Rumex conglomeratus,2.38,0.376576957
Salicornia europaea,2.38,0.376576957
Sanguisorba officinalis,2.38,0.376576957
Schoenus ferrugineus,2.38,0.376576957
Scirpus cespitosus,2.38,0.376576957
Selinum carvifolia,2.38,0.376576957
Sparganium minimum,2.38,0.376576957
Stellaria nemorum,2.38,0.376576957
Teesdalia nudicaulis,2.38,0.376576957
Thalictrum minus,2.38,0.376576957
Thymus serpyllum,2.38,0.376576957
Triglochin maritima,2.38,0.376576957
Verbascum nigrum,2.38,0.376576957
Vulpia myuros,2.38,0.376576957
Vulpia myuros,2.38,0.376576957
Vulpia myuros,2.38,0.376576957
Bromus sterilis,2.3715,0.375023129
Acinos arvensis,2.37,0.374748346
Reseda lutea,2.37,0.374748346
Rhinanthus alectorolophus,2.37,0.374748346
Trifolium montanum,2.37,0.374748346
Adenophora lilifolia,2.36,0.372912003
Adenophora lilifolia,2.36,0.372912003
Angelica archangelica,2.36,0.372912003
Anthyllis vulneraria,2.36,0.372912003
Betula nana,2.36,0.372912003
Calamagrostis stricta,2.36,0.372912003
Carex acuta,2.36,0.372912003
Carex arenaria,2.36,0.372912003
Carex dioica,2.36,0.372912003
Carex echinata,2.36,0.372912003
Carex elongata,2.36,0.372912003
Carex flava,2.36,0.372912003
Carex lasiocarpa,2.36,0.372912003
Carex limosa,2.36,0.372912003
Carex paniculata,2.36,0.372912003
Carex scandinavica,2.36,0.372912003
Carex scandinavica,2.36,0.372912003
Coronilla vaginalis,2.36,0.372912003
Erysimum cheiri,2.36,0.372912003
Filipendula ulmaria,2.36,0.372912003
Gentianella germanica,2.36,0.372912003
Glaux maritima,2.36,0.372912003
Juncus squarrosus,2.36,0.372912003
Knautia arvensis,2.36,0.372912003
Knautia arvensis,2.36,0.372912003
Laserpitium latifolium,2.36,0.372912003
Leucanthemum vulgare,2.36,0.372912003
Leucanthemum vulgare,2.36,0.372912003
Limonium vulgare,2.36,0.372912003
Limonium vulgare,2.36,0.372912003
Limonium vulgare,2.36,0.372912003
Limonium vulgare,2.36,0.372912003
Luronium natans,2.36,0.372912003
Luzula multiflora,2.36,0.372912003
Lychnis flos-cuculi,2.36,0.372912003
Lycopus europaeus,2.36,0.372912003
Matricaria maritima,2.36,0.372912003
Matricaria maritima,2.36,0.372912003
Mentha arvensis,2.36,0.372912003
Peucedanum oreoselinum,2.36,0.372912003
Phleum arenarium,2.36,0.372912003
Poa annua,2.36,0.372912003
Poa pratensis,2.36,0.372912003
Potentilla anserina,2.36,0.372912003
Primula auricula,2.36,0.372912003
Primula elatior,2.36,0.372912003
Ranunculus aconitifolius,2.36,0.372912003
Reseda lutea,2.36,0.372912003
Rhynchospora fusca,2.36,0.372912003
Rhynchospora fusca,2.36,0.372912003
Rumex acetosella,2.36,0.372912003
Stachys palustris,2.36,0.372912003
Stellaria graminea,2.36,0.372912003
Stipa pulcherrima,2.36,0.372912003
Succisa pratensis,2.36,0.372912003
Succisa pratensis,2.36,0.372912003
Teesdalia nudicaulis,2.36,0.372912003
Thymus pulegioides,2.36,0.372912003
Trifolium dubium,2.36,0.372912003
Trifolium dubium,2.36,0.372912003
Triglochin maritima,2.36,0.372912003
Veronica officinalis,2.36,0.372912003
Vulpia myuros,2.36,0.372912003
Vulpia myuros,2.36,0.372912003
Carex dioica,2.35,0.371067862
Carex otrubae,2.35,0.371067862
Clinopodium vulgare,2.35,0.371067862
Myosoton aquaticum,2.35,0.371067862
Plantago lanceolata,2.35,0.371067862
Primula elatior,2.35,0.371067862
Alopecurus pratensis,2.34,0.369215857
Angelica sylvestris,2.34,0.369215857
Avenula pratensis,2.34,0.369215857
Bidens tripartita,2.34,0.369215857
Blysmus compressus,2.34,0.369215857
Bromus tectorum,2.34,0.369215857
Carex appropinquata,2.34,0.369215857
Carex davalliana,2.34,0.369215857
Carex dioica,2.34,0.369215857
Carex echinata,2.34,0.369215857
Carex elata,2.34,0.369215857
Carex elongata,2.34,0.369215857
Carex flacca,2.34,0.369215857
Carex lasiocarpa,2.34,0.369215857
Carex lasiocarpa,2.34,0.369215857
Carex scandinavica,2.34,0.369215857
Carex scandinavica,2.34,0.369215857
Carex scandinavica,2.34,0.369215857
Carex scandinavica,2.34,0.369215857
Centaurea jacea,2.34,0.369215857
Cerastium glomeratum,2.34,0.369215857
Chamomilla suaveolens,2.34,0.369215857
Cichorium intybus,2.34,0.369215857
Cichorium intybus,2.34,0.369215857
Dianthus deltoides,2.34,0.369215857
Eleocharis multicaulis,2.34,0.369215857
Elymus repens,2.34,0.369215857
Limonium vulgare,2.34,0.369215857
Lychnis flos-cuculi,2.34,0.369215857
Matricaria maritima,2.34,0.369215857
Mentha arvensis,2.34,0.369215857
Mentha arvensis,2.34,0.369215857
Oenothera parviflora,2.34,0.369215857
Papaver argemone,2.34,0.369215857
Petrorhagia prolifera,2.34,0.369215857
Peucedanum oreoselinum,2.34,0.369215857
Plantago coronopus,2.34,0.369215857
Plantago coronopus,2.34,0.369215857
Poa trivialis,2.34,0.369215857
Potentilla anserina,2.34,0.369215857
Potentilla anserina,2.34,0.369215857
Potentilla erecta,2.34,0.369215857
Primula auricula,2.34,0.369215857
Primula elatior,2.34,0.369215857
Reseda luteola,2.34,0.369215857
Rhinanthus alectorolophus,2.34,0.369215857
Salicornia europaea,2.34,0.369215857
Sanguisorba minor,2.34,0.369215857
Scabiosa ochroleuca,2.34,0.369215857
Scleranthus perennis,2.34,0.369215857
Sorghum halepense,2.34,0.369215857
Sorghum halepense,2.34,0.369215857
Sorghum halepense,2.34,0.369215857
Stellaria nemorum,2.34,0.369215857
Thlaspi alliaceum,2.34,0.369215857
Trifolium dubium,2.34,0.369215857
Veronica chamaedrys,2.34,0.369215857
Veronica officinalis,2.34,0.369215857
Galeopsis ladanum,2.3305,0.367449107
Carex flacca,2.33,0.367355921
Matricaria maritima,2.33,0.367355921
Stachys recta,2.33,0.367355921
Tanacetum vulgare,2.33,0.367355921
Matricaria maritima,2.32,0.365487985
Soldanella pusilla,2.3108,0.363762359
Aethusa cynapium,2.31,0.36361198
Alisma gramineum,2.31,0.36361198
Anemone nemorosa,2.31,0.36361198
Anthoxanthum odoratum,2.31,0.36361198
Atriplex calotheca,2.31,0.36361198
Atriplex prostrata,2.31,0.36361198
Atriplex prostrata,2.31,0.36361198
Atriplex prostrata,2.31,0.36361198
Barbarea stricta,2.31,0.36361198
Bromus squarrosus,2.31,0.36361198
Bromus sterilis,2.31,0.36361198
Bromus tectorum,2.31,0.36361198
Carex arenaria,2.31,0.36361198
Carex davalliana,2.31,0.36361198
Carex echinata,2.31,0.36361198
Carex echinata,2.31,0.36361198
Carex echinata,2.31,0.36361198
Carex echinata,2.31,0.36361198
Carex elongata,2.31,0.36361198
Carex flacca,2.31,0.36361198
Carex flava,2.31,0.36361198
Carex limosa,2.31,0.36361198
Carex otrubae,2.31,0.36361198
Carex pauciflora,2.31,0.36361198
Carex rostrata,2.31,0.36361198
Carex scandinavica,2.31,0.36361198
Carex scandinavica,2.31,0.36361198
Carex scandinavica,2.31,0.36361198
Carex scandinavica,2.31,0.36361198
Carex scandinavica,2.31,0.36361198
Carthamus lanatus,2.31,0.36361198
Cnidium dubium,2.31,0.36361198
Crithmum maritimum,2.31,0.36361198
Crithmum maritimum,2.31,0.36361198
Filipendula ulmaria,2.31,0.36361198
Gentianella uliginosa,2.31,0.36361198
Geranium sylvaticum,2.31,0.36361198
Geum urbanum,2.31,0.36361198
Glaux maritima,2.31,0.36361198
Halimione pedunculata,2.31,0.36361198
Luronium natans,2.31,0.36361198
Lychnis flos-cuculi,2.31,0.36361198
Lythrum hyssopifolia,2.31,0.36361198
Matricaria maritima,2.31,0.36361198
Matricaria maritima,2.31,0.36361198
Melica picta,2.31,0.36361198
Papaver argemone,2.31,0.36361198
Poa annua,2.31,0.36361198
Potentilla erecta,2.31,0.36361198
Potentilla erecta,2.31,0.36361198
Primula auricula,2.31,0.36361198
Reseda lutea,2.31,0.36361198
Reseda luteola,2.31,0.36361198
Rhinanthus angustifolius,2.31,0.36361198
Rhinanthus glacialis,2.31,0.36361198
Rhynchospora fusca,2.31,0.36361198
Scutellaria minor,2.31,0.36361198
Sisymbrium altissimum,2.31,0.36361198
Stachys officinalis,2.31,0.36361198
Swertia perennis,2.31,0.36361198
Teesdalia nudicaulis,2.31,0.36361198
Teesdalia nudicaulis,2.31,0.36361198
Thalictrum minus,2.31,0.36361198
Thalictrum minus,2.31,0.36361198
Thymus pulegioides,2.31,0.36361198
Thymus serpyllum,2.31,0.36361198
Trifolium dubium,2.31,0.36361198
Trifolium montanum,2.31,0.36361198
Verbascum thapsus,2.31,0.36361198
Verbascum thapsus,2.31,0.36361198
Veronica chamaedrys,2.31,0.36361198
Veronica chamaedrys,2.31,0.36361198
Veronica chamaedrys,2.31,0.36361198
Campanula rapunculoides,2.3,0.361727836
Carex arenaria,2.3,0.361727836
Carex echinata,2.3,0.361727836
Carex flava,2.3,0.361727836
Nicotiana alata,2.3,0.361727836
Teesdalia nudicaulis,2.3,0.361727836
Valerianella dentata,2.2947,0.360725916
Acorus calamus,2.29,0.359835482
Alopecurus pratensis,2.29,0.359835482
Anthoxanthum odoratum,2.29,0.359835482
Avenula pratensis,2.29,0.359835482
Bromus hordeaceus,2.29,0.359835482
Bromus rubens,2.29,0.359835482
Bromus tectorum,2.29,0.359835482
Capsella bursa-pastoris,2.29,0.359835482
Capsella bursa-pastoris,2.29,0.359835482
Carex arenaria,2.29,0.359835482
Carex disticha,2.29,0.359835482
Carex echinata,2.29,0.359835482
Carex flava,2.29,0.359835482
Carex scandinavica,2.29,0.359835482
Centaurea scabiosa,2.29,0.359835482
Cerastium glomeratum,2.29,0.359835482
Cerastium glomeratum,2.29,0.359835482
Cerastium glomeratum,2.29,0.359835482
Clinopodium vulgare,2.29,0.359835482
Cnidium dubium,2.29,0.359835482
Cynosurus cristatus,2.29,0.359835482
Dianthus deltoides,2.29,0.359835482
Dianthus deltoides,2.29,0.359835482
Erodium lebelii,2.29,0.359835482
Erodium lebelii,2.29,0.359835482
Luronium natans,2.29,0.359835482
Lychnis flos-cuculi,2.29,0.359835482
Matricaria maritima,2.29,0.359835482
Mentha aquatica,2.29,0.359835482
Mentha arvensis,2.29,0.359835482
Mentha longifolia,2.29,0.359835482
Molinia caerulea,2.29,0.359835482
Odontites verna s. serotina,2.29,0.359835482
Papaver rhoeas,2.29,0.359835482
Phalaris arundinacea,2.29,0.359835482
Phalaris arundinacea,2.29,0.359835482
Plantago coronopus,2.29,0.359835482
Poa pratensis,2.29,0.359835482
Poa pratensis,2.29,0.359835482
Potentilla palustris,2.29,0.359835482
Primula auricula,2.29,0.359835482
Primula veris,2.29,0.359835482
Rhinanthus angustifolius,2.29,0.359835482
Rhynchospora alba,2.29,0.359835482
Rhynchospora fusca,2.29,0.359835482
Rhynchospora fusca,2.29,0.359835482
Scabiosa ochroleuca,2.29,0.359835482
Schoenus ferrugineus,2.29,0.359835482
Scirpus cespitosus,2.29,0.359835482
Selinum carvifolia,2.29,0.359835482
Silene chlorantha,2.29,0.359835482
Silene chlorantha,2.29,0.359835482
Sisymbrium altissimum,2.29,0.359835482
Sisymbrium altissimum,2.29,0.359835482
Sisymbrium altissimum,2.29,0.359835482
Spergularia media,2.29,0.359835482
Stellaria nemorum,2.29,0.359835482
Stipa capillata,2.29,0.359835482
Succisa pratensis,2.29,0.359835482
Teesdalia nudicaulis,2.29,0.359835482
Teesdalia nudicaulis,2.29,0.359835482
Thalictrum flavum,2.29,0.359835482
Thalictrum minus,2.29,0.359835482
Thymus pulegioides,2.29,0.359835482
Thymus pulegioides,2.29,0.359835482
Veronica chamaedrys,2.29,0.359835482
Briza maxima,2.28,0.357934847
Cichorium intybus,2.28,0.357934847
Silene chlorantha,2.28,0.357934847
Succisa pratensis,2.28,0.357934847
Luzula alpinopilosa,2.2767,0.357305808
Phleum pratense,2.2741,0.356809558
Achillea ptarmica,2.27,0.356025857
Acorus calamus,2.27,0.356025857
Alisma gramineum,2.27,0.356025857
Anthoxanthum odoratum,2.27,0.356025857
Arenaria serpyllifolia,2.27,0.356025857
Atriplex prostrata,2.27,0.356025857
Atriplex prostrata,2.27,0.356025857
Avenula pubescens,2.27,0.356025857
Baldellia ranunculoides,2.27,0.356025857
Betula nana,2.27,0.356025857
Bidens frondosa,2.27,0.356025857
Blysmus compressus,2.27,0.356025857
Blysmus compressus,2.27,0.356025857
Cardamine impatiens,2.27,0.356025857
Carex caryophyllea,2.27,0.356025857
Carex davalliana,2.27,0.356025857
Carex flava,2.27,0.356025857
Carex flava,2.27,0.356025857
Carex flava,2.27,0.356025857
Carex flava,2.27,0.356025857
Carex otrubae,2.27,0.356025857
Carex paniculata,2.27,0.356025857
Carex pauciflora,2.27,0.356025857
Carex pauciflora,2.27,0.356025857
Carex scandinavica,2.27,0.356025857
Cerastium arvense,2.27,0.356025857
Chenopodium rubrum,2.27,0.356025857
Cochlearia danica,2.27,0.356025857
Cynosurus cristatus,2.27,0.356025857
Erysimum cheiri,2.27,0.356025857
Festuca pratensis,2.27,0.356025857
Filipendula vulgaris,2.27,0.356025857
Gladiolus palustris,2.27,0.356025857
Glyceria striata,2.27,0.356025857
Laserpitium latifolium,2.27,0.356025857
Leucanthemum vulgare,2.27,0.356025857
Linum catharticum,2.27,0.356025857
Linum catharticum,2.27,0.356025857
Linum viscosum,2.27,0.356025857
Matricaria maritima,2.27,0.356025857
Matricaria maritima,2.27,0.356025857
Mentha arvensis,2.27,0.356025857
Mentha longifolia,2.27,0.356025857
Mentha pulegium,2.27,0.356025857
Molinia caerulea,2.27,0.356025857
Molinia caerulea s. arundinacea,2.27,0.356025857
Papaver dubium,2.27,0.356025857
Poa alpina,2.27,0.356025857
Poa trivialis,2.27,0.356025857
Polygala comosa,2.27,0.356025857
Portulaca oleracea,2.27,0.356025857
Potentilla erecta,2.27,0.356025857
Potentilla palustris,2.27,0.356025857
Puccinellia distans,2.27,0.356025857
Rhinanthus angustifolius,2.27,0.356025857
Rhinanthus angustifolius,2.27,0.356025857
Scabiosa ochroleuca,2.27,0.356025857
Scirpus cespitosus,2.27,0.356025857
Silene chlorantha,2.27,0.356025857
Silene chlorantha,2.27,0.356025857
Succisa pratensis,2.27,0.356025857
Thymus pulegioides,2.27,0.356025857
Thymus pulegioides,2.27,0.356025857
Thymus pulegioides,2.27,0.356025857
